,ligand,receptor,pathway,ligand_annotation,TF
COL15A1|COMPLEX:ITGA2_ITGB1,COL15A1,COMPLEX:ITGA2_ITGB1,COLLAGEN,unSecreted,"NR4A1, PAX8, NRF1, THRA, NFATC4, SP7, CREB5, ESR2, CREB3L1, ATF6B, STAT3, ETV1, POU5F1, SRF, GLI3, DNMT1, TFAP2A, NR5A1, CREB3L4, JUN, HSF1, GATA1, SP1, MLXIPL, RXRA, STAT2, AR, ESR1, STAT1, RELA, FOS, STAT5A, ETV5, ATF1, YBX1, TP53, NFKB1, NKX3-1, ATF4, NR1H4, TWIST1, GLI2, NFE2L2, PDX1, RARA, STAT5B, DLX5, CREB3L2, PPARG, GLI1, ATF2, CREB3, FOXA2, SOX9, RUNX2, PPARA, GTF2I, PBX1, CREB1"
COL15A1|COMPLEX:ITGA1_ITGB1,COL15A1,COMPLEX:ITGA1_ITGB1,COLLAGEN,unSecreted,"NR4A1, PAX8, NRF1, THRA, NFATC4, SP7, CREB5, ESR2, CREB3L1, ATF6B, STAT3, ETV1, POU5F1, SRF, GLI3, DNMT1, TFAP2A, NR5A1, CREB3L4, JUN, HSF1, GATA1, SP1, MLXIPL, RXRA, STAT2, AR, ESR1, STAT1, RELA, FOS, STAT5A, ETV5, ATF1, YBX1, TP53, NFKB1, NKX3-1, ATF4, NR1H4, TWIST1, GLI2, NFE2L2, PDX1, RARA, STAT5B, DLX5, CREB3L2, PPARG, GLI1, ATF2, CREB3, FOXA2, SOX9, RUNX2, PPARA, GTF2I, PBX1, CREB1"
COL15A1|COMPLEX:ITGA11_ITGB1,COL15A1,COMPLEX:ITGA11_ITGB1,COLLAGEN,unSecreted,"NR4A1, PAX8, NRF1, THRA, NFATC4, SP7, CREB5, ESR2, CREB3L1, ATF6B, STAT3, ETV1, POU5F1, SRF, GLI3, DNMT1, TFAP2A, NR5A1, CREB3L4, JUN, HSF1, GATA1, SP1, MLXIPL, RXRA, STAT2, AR, ESR1, STAT1, RELA, FOS, STAT5A, ETV5, ATF1, YBX1, TP53, NFKB1, NKX3-1, ATF4, NR1H4, TWIST1, GLI2, NFE2L2, PDX1, RARA, STAT5B, DLX5, CREB3L2, PPARG, GLI1, ATF2, CREB3, FOXA2, SOX9, RUNX2, PPARA, GTF2I, PBX1, CREB1"
COL4A4|DDR1,COL4A4,DDR1,COLLAGEN,unSecreted,"TP73, STAT3, PPARG, RXRA, AR, STAT1, STAT5B, IKZF1, GTF2I, CEBPB, STAT6, ESR1, FOS, STAT5A"
COL4A4|CD93,COL4A4,CD93,COLLAGEN,unSecreted,
COL4A3|ITGB3,COL4A3,ITGB3,COLLAGEN,unSecreted,"NFKB1, RXRA, AR, ESR1, STAT1, FOS, STAT3, RELA, GTF2I, STAT5A, STAT5B, PPARG"
COL4A3|DDR1,COL4A3,DDR1,COLLAGEN,unSecreted,"TP73, STAT3, PPARG, RXRA, AR, STAT1, STAT5B, IKZF1, GTF2I, CEBPB, STAT6, ESR1, FOS, STAT5A"
COL4A3|CD47,COL4A3,CD47,COLLAGEN,unSecreted,
COL4A3|CD93,COL4A3,CD93,COLLAGEN,unSecreted,
COL7A1|COMPLEX:ITGA10_ITGB1,COL7A1,COMPLEX:ITGA10_ITGB1,COLLAGEN,unSecreted,"NR4A1, PAX8, NRF1, THRA, NFATC4, SP7, CREB5, ESR2, CREB3L1, ATF6B, STAT3, ETV1, POU5F1, SRF, GLI3, DNMT1, TFAP2A, NR5A1, CREB3L4, JUN, HSF1, GATA1, SP1, MLXIPL, RXRA, STAT2, AR, ESR1, STAT1, RELA, FOS, STAT5A, ETV5, ATF1, YBX1, TP53, NFKB1, NKX3-1, ATF4, NR1H4, TWIST1, GLI2, NFE2L2, PDX1, RARA, STAT5B, DLX5, CREB3L2, PPARG, GLI1, ATF2, CREB3, FOXA2, SOX9, RUNX2, PPARA, GTF2I, PBX1, CREB1"
COL7A1|COMPLEX:ITGA2_ITGB1,COL7A1,COMPLEX:ITGA2_ITGB1,COLLAGEN,unSecreted,"NR4A1, PAX8, NRF1, THRA, NFATC4, SP7, CREB5, ESR2, CREB3L1, ATF6B, STAT3, ETV1, POU5F1, SRF, GLI3, DNMT1, TFAP2A, NR5A1, CREB3L4, JUN, HSF1, GATA1, SP1, MLXIPL, RXRA, STAT2, AR, ESR1, STAT1, RELA, FOS, STAT5A, ETV5, ATF1, YBX1, TP53, NFKB1, NKX3-1, ATF4, NR1H4, TWIST1, GLI2, NFE2L2, PDX1, RARA, STAT5B, DLX5, CREB3L2, PPARG, GLI1, ATF2, CREB3, FOXA2, SOX9, RUNX2, PPARA, GTF2I, PBX1, CREB1"
COL7A1|COMPLEX:ITGA1_ITGB1,COL7A1,COMPLEX:ITGA1_ITGB1,COLLAGEN,unSecreted,"NR4A1, PAX8, NRF1, THRA, NFATC4, SP7, CREB5, ESR2, CREB3L1, ATF6B, STAT3, ETV1, POU5F1, SRF, GLI3, DNMT1, TFAP2A, NR5A1, CREB3L4, JUN, HSF1, GATA1, SP1, MLXIPL, RXRA, STAT2, AR, ESR1, STAT1, RELA, FOS, STAT5A, ETV5, ATF1, YBX1, TP53, NFKB1, NKX3-1, ATF4, NR1H4, TWIST1, GLI2, NFE2L2, PDX1, RARA, STAT5B, DLX5, CREB3L2, PPARG, GLI1, ATF2, CREB3, FOXA2, SOX9, RUNX2, PPARA, GTF2I, PBX1, CREB1"
COL7A1|COMPLEX:ITGA11_ITGB1,COL7A1,COMPLEX:ITGA11_ITGB1,COLLAGEN,unSecreted,"NR4A1, PAX8, NRF1, THRA, NFATC4, SP7, CREB5, ESR2, CREB3L1, ATF6B, STAT3, ETV1, POU5F1, SRF, GLI3, DNMT1, TFAP2A, NR5A1, CREB3L4, JUN, HSF1, GATA1, SP1, MLXIPL, RXRA, STAT2, AR, ESR1, STAT1, RELA, FOS, STAT5A, ETV5, ATF1, YBX1, TP53, NFKB1, NKX3-1, ATF4, NR1H4, TWIST1, GLI2, NFE2L2, PDX1, RARA, STAT5B, DLX5, CREB3L2, PPARG, GLI1, ATF2, CREB3, FOXA2, SOX9, RUNX2, PPARA, GTF2I, PBX1, CREB1"
COL10A1|COMPLEX:ITGA10_ITGB1,COL10A1,COMPLEX:ITGA10_ITGB1,COLLAGEN,unSecreted,"NR4A1, PAX8, NRF1, THRA, NFATC4, SP7, CREB5, ESR2, CREB3L1, ATF6B, STAT3, ETV1, POU5F1, SRF, GLI3, DNMT1, TFAP2A, NR5A1, CREB3L4, JUN, HSF1, GATA1, SP1, MLXIPL, RXRA, STAT2, AR, ESR1, STAT1, RELA, FOS, STAT5A, ETV5, ATF1, YBX1, TP53, NFKB1, NKX3-1, ATF4, NR1H4, TWIST1, GLI2, NFE2L2, PDX1, RARA, STAT5B, DLX5, CREB3L2, PPARG, GLI1, ATF2, CREB3, FOXA2, SOX9, RUNX2, PPARA, GTF2I, PBX1, CREB1"
COL10A1|COMPLEX:ITGA2_ITGB1,COL10A1,COMPLEX:ITGA2_ITGB1,COLLAGEN,unSecreted,"NR4A1, PAX8, NRF1, THRA, NFATC4, SP7, CREB5, ESR2, CREB3L1, ATF6B, STAT3, ETV1, POU5F1, SRF, GLI3, DNMT1, TFAP2A, NR5A1, CREB3L4, JUN, HSF1, GATA1, SP1, MLXIPL, RXRA, STAT2, AR, ESR1, STAT1, RELA, FOS, STAT5A, ETV5, ATF1, YBX1, TP53, NFKB1, NKX3-1, ATF4, NR1H4, TWIST1, GLI2, NFE2L2, PDX1, RARA, STAT5B, DLX5, CREB3L2, PPARG, GLI1, ATF2, CREB3, FOXA2, SOX9, RUNX2, PPARA, GTF2I, PBX1, CREB1"
COL10A1|COMPLEX:ITGA1_ITGB1,COL10A1,COMPLEX:ITGA1_ITGB1,COLLAGEN,unSecreted,"NR4A1, PAX8, NRF1, THRA, NFATC4, SP7, CREB5, ESR2, CREB3L1, ATF6B, STAT3, ETV1, POU5F1, SRF, GLI3, DNMT1, TFAP2A, NR5A1, CREB3L4, JUN, HSF1, GATA1, SP1, MLXIPL, RXRA, STAT2, AR, ESR1, STAT1, RELA, FOS, STAT5A, ETV5, ATF1, YBX1, TP53, NFKB1, NKX3-1, ATF4, NR1H4, TWIST1, GLI2, NFE2L2, PDX1, RARA, STAT5B, DLX5, CREB3L2, PPARG, GLI1, ATF2, CREB3, FOXA2, SOX9, RUNX2, PPARA, GTF2I, PBX1, CREB1"
COL10A1|COMPLEX:ITGA11_ITGB1,COL10A1,COMPLEX:ITGA11_ITGB1,COLLAGEN,unSecreted,"NR4A1, PAX8, NRF1, THRA, NFATC4, SP7, CREB5, ESR2, CREB3L1, ATF6B, STAT3, ETV1, POU5F1, SRF, GLI3, DNMT1, TFAP2A, NR5A1, CREB3L4, JUN, HSF1, GATA1, SP1, MLXIPL, RXRA, STAT2, AR, ESR1, STAT1, RELA, FOS, STAT5A, ETV5, ATF1, YBX1, TP53, NFKB1, NKX3-1, ATF4, NR1H4, TWIST1, GLI2, NFE2L2, PDX1, RARA, STAT5B, DLX5, CREB3L2, PPARG, GLI1, ATF2, CREB3, FOXA2, SOX9, RUNX2, PPARA, GTF2I, PBX1, CREB1"
COL14A1|COMPLEX:ITGA10_ITGB1,COL14A1,COMPLEX:ITGA10_ITGB1,COLLAGEN,unSecreted,"NR4A1, PAX8, NRF1, THRA, NFATC4, SP7, CREB5, ESR2, CREB3L1, ATF6B, STAT3, ETV1, POU5F1, SRF, GLI3, DNMT1, TFAP2A, NR5A1, CREB3L4, JUN, HSF1, GATA1, SP1, MLXIPL, RXRA, STAT2, AR, ESR1, STAT1, RELA, FOS, STAT5A, ETV5, ATF1, YBX1, TP53, NFKB1, NKX3-1, ATF4, NR1H4, TWIST1, GLI2, NFE2L2, PDX1, RARA, STAT5B, DLX5, CREB3L2, PPARG, GLI1, ATF2, CREB3, FOXA2, SOX9, RUNX2, PPARA, GTF2I, PBX1, CREB1"
COL14A1|COMPLEX:ITGA2_ITGB1,COL14A1,COMPLEX:ITGA2_ITGB1,COLLAGEN,unSecreted,"NR4A1, PAX8, NRF1, THRA, NFATC4, SP7, CREB5, ESR2, CREB3L1, ATF6B, STAT3, ETV1, POU5F1, SRF, GLI3, DNMT1, TFAP2A, NR5A1, CREB3L4, JUN, HSF1, GATA1, SP1, MLXIPL, RXRA, STAT2, AR, ESR1, STAT1, RELA, FOS, STAT5A, ETV5, ATF1, YBX1, TP53, NFKB1, NKX3-1, ATF4, NR1H4, TWIST1, GLI2, NFE2L2, PDX1, RARA, STAT5B, DLX5, CREB3L2, PPARG, GLI1, ATF2, CREB3, FOXA2, SOX9, RUNX2, PPARA, GTF2I, PBX1, CREB1"
COL14A1|COMPLEX:ITGA1_ITGB1,COL14A1,COMPLEX:ITGA1_ITGB1,COLLAGEN,unSecreted,"NR4A1, PAX8, NRF1, THRA, NFATC4, SP7, CREB5, ESR2, CREB3L1, ATF6B, STAT3, ETV1, POU5F1, SRF, GLI3, DNMT1, TFAP2A, NR5A1, CREB3L4, JUN, HSF1, GATA1, SP1, MLXIPL, RXRA, STAT2, AR, ESR1, STAT1, RELA, FOS, STAT5A, ETV5, ATF1, YBX1, TP53, NFKB1, NKX3-1, ATF4, NR1H4, TWIST1, GLI2, NFE2L2, PDX1, RARA, STAT5B, DLX5, CREB3L2, PPARG, GLI1, ATF2, CREB3, FOXA2, SOX9, RUNX2, PPARA, GTF2I, PBX1, CREB1"
COL14A1|COMPLEX:ITGA11_ITGB1,COL14A1,COMPLEX:ITGA11_ITGB1,COLLAGEN,unSecreted,"NR4A1, PAX8, NRF1, THRA, NFATC4, SP7, CREB5, ESR2, CREB3L1, ATF6B, STAT3, ETV1, POU5F1, SRF, GLI3, DNMT1, TFAP2A, NR5A1, CREB3L4, JUN, HSF1, GATA1, SP1, MLXIPL, RXRA, STAT2, AR, ESR1, STAT1, RELA, FOS, STAT5A, ETV5, ATF1, YBX1, TP53, NFKB1, NKX3-1, ATF4, NR1H4, TWIST1, GLI2, NFE2L2, PDX1, RARA, STAT5B, DLX5, CREB3L2, PPARG, GLI1, ATF2, CREB3, FOXA2, SOX9, RUNX2, PPARA, GTF2I, PBX1, CREB1"
COL14A1|CD44,COL14A1,CD44,COLLAGEN,unSecreted,"NFATC1, NFKB1, RELA, FOS, NFATC3, NFATC2, JUN"
COL16A1|COMPLEX:ITGA10_ITGB1,COL16A1,COMPLEX:ITGA10_ITGB1,COLLAGEN,unSecreted,"NR4A1, PAX8, NRF1, THRA, NFATC4, SP7, CREB5, ESR2, CREB3L1, ATF6B, STAT3, ETV1, POU5F1, SRF, GLI3, DNMT1, TFAP2A, NR5A1, CREB3L4, JUN, HSF1, GATA1, SP1, MLXIPL, RXRA, STAT2, AR, ESR1, STAT1, RELA, FOS, STAT5A, ETV5, ATF1, YBX1, TP53, NFKB1, NKX3-1, ATF4, NR1H4, TWIST1, GLI2, NFE2L2, PDX1, RARA, STAT5B, DLX5, CREB3L2, PPARG, GLI1, ATF2, CREB3, FOXA2, SOX9, RUNX2, PPARA, GTF2I, PBX1, CREB1"
COL16A1|COMPLEX:ITGA2_ITGB1,COL16A1,COMPLEX:ITGA2_ITGB1,COLLAGEN,unSecreted,"NR4A1, PAX8, NRF1, THRA, NFATC4, SP7, CREB5, ESR2, CREB3L1, ATF6B, STAT3, ETV1, POU5F1, SRF, GLI3, DNMT1, TFAP2A, NR5A1, CREB3L4, JUN, HSF1, GATA1, SP1, MLXIPL, RXRA, STAT2, AR, ESR1, STAT1, RELA, FOS, STAT5A, ETV5, ATF1, YBX1, TP53, NFKB1, NKX3-1, ATF4, NR1H4, TWIST1, GLI2, NFE2L2, PDX1, RARA, STAT5B, DLX5, CREB3L2, PPARG, GLI1, ATF2, CREB3, FOXA2, SOX9, RUNX2, PPARA, GTF2I, PBX1, CREB1"
COL16A1|COMPLEX:ITGA1_ITGB1,COL16A1,COMPLEX:ITGA1_ITGB1,COLLAGEN,unSecreted,"NR4A1, PAX8, NRF1, THRA, NFATC4, SP7, CREB5, ESR2, CREB3L1, ATF6B, STAT3, ETV1, POU5F1, SRF, GLI3, DNMT1, TFAP2A, NR5A1, CREB3L4, JUN, HSF1, GATA1, SP1, MLXIPL, RXRA, STAT2, AR, ESR1, STAT1, RELA, FOS, STAT5A, ETV5, ATF1, YBX1, TP53, NFKB1, NKX3-1, ATF4, NR1H4, TWIST1, GLI2, NFE2L2, PDX1, RARA, STAT5B, DLX5, CREB3L2, PPARG, GLI1, ATF2, CREB3, FOXA2, SOX9, RUNX2, PPARA, GTF2I, PBX1, CREB1"
COL16A1|COMPLEX:ITGA11_ITGB1,COL16A1,COMPLEX:ITGA11_ITGB1,COLLAGEN,unSecreted,"NR4A1, PAX8, NRF1, THRA, NFATC4, SP7, CREB5, ESR2, CREB3L1, ATF6B, STAT3, ETV1, POU5F1, SRF, GLI3, DNMT1, TFAP2A, NR5A1, CREB3L4, JUN, HSF1, GATA1, SP1, MLXIPL, RXRA, STAT2, AR, ESR1, STAT1, RELA, FOS, STAT5A, ETV5, ATF1, YBX1, TP53, NFKB1, NKX3-1, ATF4, NR1H4, TWIST1, GLI2, NFE2L2, PDX1, RARA, STAT5B, DLX5, CREB3L2, PPARG, GLI1, ATF2, CREB3, FOXA2, SOX9, RUNX2, PPARA, GTF2I, PBX1, CREB1"
COL4A6|DDR1,COL4A6,DDR1,COLLAGEN,unSecreted,"TP73, STAT3, PPARG, RXRA, AR, STAT1, STAT5B, IKZF1, GTF2I, CEBPB, STAT6, ESR1, FOS, STAT5A"
COL4A6|CD93,COL4A6,CD93,COLLAGEN,unSecreted,
COL9A3|MAG,COL9A3,MAG,COLLAGEN,unSecreted,
COL9A2|MAG,COL9A2,MAG,COLLAGEN,unSecreted,
COL19A1|COMPLEX:ITGA10_ITGB1,COL19A1,COMPLEX:ITGA10_ITGB1,COLLAGEN,unSecreted,"NR4A1, PAX8, NRF1, THRA, NFATC4, SP7, CREB5, ESR2, CREB3L1, ATF6B, STAT3, ETV1, POU5F1, SRF, GLI3, DNMT1, TFAP2A, NR5A1, CREB3L4, JUN, HSF1, GATA1, SP1, MLXIPL, RXRA, STAT2, AR, ESR1, STAT1, RELA, FOS, STAT5A, ETV5, ATF1, YBX1, TP53, NFKB1, NKX3-1, ATF4, NR1H4, TWIST1, GLI2, NFE2L2, PDX1, RARA, STAT5B, DLX5, CREB3L2, PPARG, GLI1, ATF2, CREB3, FOXA2, SOX9, RUNX2, PPARA, GTF2I, PBX1, CREB1"
COL19A1|COMPLEX:ITGA2_ITGB1,COL19A1,COMPLEX:ITGA2_ITGB1,COLLAGEN,unSecreted,"NR4A1, PAX8, NRF1, THRA, NFATC4, SP7, CREB5, ESR2, CREB3L1, ATF6B, STAT3, ETV1, POU5F1, SRF, GLI3, DNMT1, TFAP2A, NR5A1, CREB3L4, JUN, HSF1, GATA1, SP1, MLXIPL, RXRA, STAT2, AR, ESR1, STAT1, RELA, FOS, STAT5A, ETV5, ATF1, YBX1, TP53, NFKB1, NKX3-1, ATF4, NR1H4, TWIST1, GLI2, NFE2L2, PDX1, RARA, STAT5B, DLX5, CREB3L2, PPARG, GLI1, ATF2, CREB3, FOXA2, SOX9, RUNX2, PPARA, GTF2I, PBX1, CREB1"
COL19A1|COMPLEX:ITGA1_ITGB1,COL19A1,COMPLEX:ITGA1_ITGB1,COLLAGEN,unSecreted,"NR4A1, PAX8, NRF1, THRA, NFATC4, SP7, CREB5, ESR2, CREB3L1, ATF6B, STAT3, ETV1, POU5F1, SRF, GLI3, DNMT1, TFAP2A, NR5A1, CREB3L4, JUN, HSF1, GATA1, SP1, MLXIPL, RXRA, STAT2, AR, ESR1, STAT1, RELA, FOS, STAT5A, ETV5, ATF1, YBX1, TP53, NFKB1, NKX3-1, ATF4, NR1H4, TWIST1, GLI2, NFE2L2, PDX1, RARA, STAT5B, DLX5, CREB3L2, PPARG, GLI1, ATF2, CREB3, FOXA2, SOX9, RUNX2, PPARA, GTF2I, PBX1, CREB1"
COL19A1|COMPLEX:ITGA11_ITGB1,COL19A1,COMPLEX:ITGA11_ITGB1,COLLAGEN,unSecreted,"NR4A1, PAX8, NRF1, THRA, NFATC4, SP7, CREB5, ESR2, CREB3L1, ATF6B, STAT3, ETV1, POU5F1, SRF, GLI3, DNMT1, TFAP2A, NR5A1, CREB3L4, JUN, HSF1, GATA1, SP1, MLXIPL, RXRA, STAT2, AR, ESR1, STAT1, RELA, FOS, STAT5A, ETV5, ATF1, YBX1, TP53, NFKB1, NKX3-1, ATF4, NR1H4, TWIST1, GLI2, NFE2L2, PDX1, RARA, STAT5B, DLX5, CREB3L2, PPARG, GLI1, ATF2, CREB3, FOXA2, SOX9, RUNX2, PPARA, GTF2I, PBX1, CREB1"
COL24A1|COMPLEX:ITGA10_ITGB1,COL24A1,COMPLEX:ITGA10_ITGB1,COLLAGEN,unSecreted,"NR4A1, PAX8, NRF1, THRA, NFATC4, SP7, CREB5, ESR2, CREB3L1, ATF6B, STAT3, ETV1, POU5F1, SRF, GLI3, DNMT1, TFAP2A, NR5A1, CREB3L4, JUN, HSF1, GATA1, SP1, MLXIPL, RXRA, STAT2, AR, ESR1, STAT1, RELA, FOS, STAT5A, ETV5, ATF1, YBX1, TP53, NFKB1, NKX3-1, ATF4, NR1H4, TWIST1, GLI2, NFE2L2, PDX1, RARA, STAT5B, DLX5, CREB3L2, PPARG, GLI1, ATF2, CREB3, FOXA2, SOX9, RUNX2, PPARA, GTF2I, PBX1, CREB1"
COL24A1|COMPLEX:ITGA2_ITGB1,COL24A1,COMPLEX:ITGA2_ITGB1,COLLAGEN,unSecreted,"NR4A1, PAX8, NRF1, THRA, NFATC4, SP7, CREB5, ESR2, CREB3L1, ATF6B, STAT3, ETV1, POU5F1, SRF, GLI3, DNMT1, TFAP2A, NR5A1, CREB3L4, JUN, HSF1, GATA1, SP1, MLXIPL, RXRA, STAT2, AR, ESR1, STAT1, RELA, FOS, STAT5A, ETV5, ATF1, YBX1, TP53, NFKB1, NKX3-1, ATF4, NR1H4, TWIST1, GLI2, NFE2L2, PDX1, RARA, STAT5B, DLX5, CREB3L2, PPARG, GLI1, ATF2, CREB3, FOXA2, SOX9, RUNX2, PPARA, GTF2I, PBX1, CREB1"
COL24A1|COMPLEX:ITGA1_ITGB1,COL24A1,COMPLEX:ITGA1_ITGB1,COLLAGEN,unSecreted,"NR4A1, PAX8, NRF1, THRA, NFATC4, SP7, CREB5, ESR2, CREB3L1, ATF6B, STAT3, ETV1, POU5F1, SRF, GLI3, DNMT1, TFAP2A, NR5A1, CREB3L4, JUN, HSF1, GATA1, SP1, MLXIPL, RXRA, STAT2, AR, ESR1, STAT1, RELA, FOS, STAT5A, ETV5, ATF1, YBX1, TP53, NFKB1, NKX3-1, ATF4, NR1H4, TWIST1, GLI2, NFE2L2, PDX1, RARA, STAT5B, DLX5, CREB3L2, PPARG, GLI1, ATF2, CREB3, FOXA2, SOX9, RUNX2, PPARA, GTF2I, PBX1, CREB1"
COL24A1|COMPLEX:ITGA11_ITGB1,COL24A1,COMPLEX:ITGA11_ITGB1,COLLAGEN,unSecreted,"NR4A1, PAX8, NRF1, THRA, NFATC4, SP7, CREB5, ESR2, CREB3L1, ATF6B, STAT3, ETV1, POU5F1, SRF, GLI3, DNMT1, TFAP2A, NR5A1, CREB3L4, JUN, HSF1, GATA1, SP1, MLXIPL, RXRA, STAT2, AR, ESR1, STAT1, RELA, FOS, STAT5A, ETV5, ATF1, YBX1, TP53, NFKB1, NKX3-1, ATF4, NR1H4, TWIST1, GLI2, NFE2L2, PDX1, RARA, STAT5B, DLX5, CREB3L2, PPARG, GLI1, ATF2, CREB3, FOXA2, SOX9, RUNX2, PPARA, GTF2I, PBX1, CREB1"
COL28A1|COMPLEX:ITGA10_ITGB1,COL28A1,COMPLEX:ITGA10_ITGB1,COLLAGEN,unSecreted,"NR4A1, PAX8, NRF1, THRA, NFATC4, SP7, CREB5, ESR2, CREB3L1, ATF6B, STAT3, ETV1, POU5F1, SRF, GLI3, DNMT1, TFAP2A, NR5A1, CREB3L4, JUN, HSF1, GATA1, SP1, MLXIPL, RXRA, STAT2, AR, ESR1, STAT1, RELA, FOS, STAT5A, ETV5, ATF1, YBX1, TP53, NFKB1, NKX3-1, ATF4, NR1H4, TWIST1, GLI2, NFE2L2, PDX1, RARA, STAT5B, DLX5, CREB3L2, PPARG, GLI1, ATF2, CREB3, FOXA2, SOX9, RUNX2, PPARA, GTF2I, PBX1, CREB1"
COL28A1|COMPLEX:ITGA2_ITGB1,COL28A1,COMPLEX:ITGA2_ITGB1,COLLAGEN,unSecreted,"NR4A1, PAX8, NRF1, THRA, NFATC4, SP7, CREB5, ESR2, CREB3L1, ATF6B, STAT3, ETV1, POU5F1, SRF, GLI3, DNMT1, TFAP2A, NR5A1, CREB3L4, JUN, HSF1, GATA1, SP1, MLXIPL, RXRA, STAT2, AR, ESR1, STAT1, RELA, FOS, STAT5A, ETV5, ATF1, YBX1, TP53, NFKB1, NKX3-1, ATF4, NR1H4, TWIST1, GLI2, NFE2L2, PDX1, RARA, STAT5B, DLX5, CREB3L2, PPARG, GLI1, ATF2, CREB3, FOXA2, SOX9, RUNX2, PPARA, GTF2I, PBX1, CREB1"
COL28A1|COMPLEX:ITGA1_ITGB1,COL28A1,COMPLEX:ITGA1_ITGB1,COLLAGEN,unSecreted,"NR4A1, PAX8, NRF1, THRA, NFATC4, SP7, CREB5, ESR2, CREB3L1, ATF6B, STAT3, ETV1, POU5F1, SRF, GLI3, DNMT1, TFAP2A, NR5A1, CREB3L4, JUN, HSF1, GATA1, SP1, MLXIPL, RXRA, STAT2, AR, ESR1, STAT1, RELA, FOS, STAT5A, ETV5, ATF1, YBX1, TP53, NFKB1, NKX3-1, ATF4, NR1H4, TWIST1, GLI2, NFE2L2, PDX1, RARA, STAT5B, DLX5, CREB3L2, PPARG, GLI1, ATF2, CREB3, FOXA2, SOX9, RUNX2, PPARA, GTF2I, PBX1, CREB1"
COL28A1|COMPLEX:ITGA11_ITGB1,COL28A1,COMPLEX:ITGA11_ITGB1,COLLAGEN,unSecreted,"NR4A1, PAX8, NRF1, THRA, NFATC4, SP7, CREB5, ESR2, CREB3L1, ATF6B, STAT3, ETV1, POU5F1, SRF, GLI3, DNMT1, TFAP2A, NR5A1, CREB3L4, JUN, HSF1, GATA1, SP1, MLXIPL, RXRA, STAT2, AR, ESR1, STAT1, RELA, FOS, STAT5A, ETV5, ATF1, YBX1, TP53, NFKB1, NKX3-1, ATF4, NR1H4, TWIST1, GLI2, NFE2L2, PDX1, RARA, STAT5B, DLX5, CREB3L2, PPARG, GLI1, ATF2, CREB3, FOXA2, SOX9, RUNX2, PPARA, GTF2I, PBX1, CREB1"
COL27A1|COMPLEX:ITGA10_ITGB1,COL27A1,COMPLEX:ITGA10_ITGB1,COLLAGEN,unSecreted,"NR4A1, PAX8, NRF1, THRA, NFATC4, SP7, CREB5, ESR2, CREB3L1, ATF6B, STAT3, ETV1, POU5F1, SRF, GLI3, DNMT1, TFAP2A, NR5A1, CREB3L4, JUN, HSF1, GATA1, SP1, MLXIPL, RXRA, STAT2, AR, ESR1, STAT1, RELA, FOS, STAT5A, ETV5, ATF1, YBX1, TP53, NFKB1, NKX3-1, ATF4, NR1H4, TWIST1, GLI2, NFE2L2, PDX1, RARA, STAT5B, DLX5, CREB3L2, PPARG, GLI1, ATF2, CREB3, FOXA2, SOX9, RUNX2, PPARA, GTF2I, PBX1, CREB1"
COL27A1|COMPLEX:ITGA2_ITGB1,COL27A1,COMPLEX:ITGA2_ITGB1,COLLAGEN,unSecreted,"NR4A1, PAX8, NRF1, THRA, NFATC4, SP7, CREB5, ESR2, CREB3L1, ATF6B, STAT3, ETV1, POU5F1, SRF, GLI3, DNMT1, TFAP2A, NR5A1, CREB3L4, JUN, HSF1, GATA1, SP1, MLXIPL, RXRA, STAT2, AR, ESR1, STAT1, RELA, FOS, STAT5A, ETV5, ATF1, YBX1, TP53, NFKB1, NKX3-1, ATF4, NR1H4, TWIST1, GLI2, NFE2L2, PDX1, RARA, STAT5B, DLX5, CREB3L2, PPARG, GLI1, ATF2, CREB3, FOXA2, SOX9, RUNX2, PPARA, GTF2I, PBX1, CREB1"
COL27A1|COMPLEX:ITGA1_ITGB1,COL27A1,COMPLEX:ITGA1_ITGB1,COLLAGEN,unSecreted,"NR4A1, PAX8, NRF1, THRA, NFATC4, SP7, CREB5, ESR2, CREB3L1, ATF6B, STAT3, ETV1, POU5F1, SRF, GLI3, DNMT1, TFAP2A, NR5A1, CREB3L4, JUN, HSF1, GATA1, SP1, MLXIPL, RXRA, STAT2, AR, ESR1, STAT1, RELA, FOS, STAT5A, ETV5, ATF1, YBX1, TP53, NFKB1, NKX3-1, ATF4, NR1H4, TWIST1, GLI2, NFE2L2, PDX1, RARA, STAT5B, DLX5, CREB3L2, PPARG, GLI1, ATF2, CREB3, FOXA2, SOX9, RUNX2, PPARA, GTF2I, PBX1, CREB1"
COL27A1|COMPLEX:ITGA11_ITGB1,COL27A1,COMPLEX:ITGA11_ITGB1,COLLAGEN,unSecreted,"NR4A1, PAX8, NRF1, THRA, NFATC4, SP7, CREB5, ESR2, CREB3L1, ATF6B, STAT3, ETV1, POU5F1, SRF, GLI3, DNMT1, TFAP2A, NR5A1, CREB3L4, JUN, HSF1, GATA1, SP1, MLXIPL, RXRA, STAT2, AR, ESR1, STAT1, RELA, FOS, STAT5A, ETV5, ATF1, YBX1, TP53, NFKB1, NKX3-1, ATF4, NR1H4, TWIST1, GLI2, NFE2L2, PDX1, RARA, STAT5B, DLX5, CREB3L2, PPARG, GLI1, ATF2, CREB3, FOXA2, SOX9, RUNX2, PPARA, GTF2I, PBX1, CREB1"
